"dependent.var","numbers","repeat.var","repeat.var.value","Sector","Indicator","Sub-Indicator","Percent","Percent_groups","Population Reference"
"ep4b_ii",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_ii",0.090909091,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Detention of students from school",9.09,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_iii",0.309090909,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Delays on checkpoints",30.91,"30% - 39%","HHs reporting safety concerns in relation to their childrens' education"
